dataset,subproject,gem_id,library_id,library_name,type,pair_id,read,fastq_path,donor_id
multiome,BCLLATLAS_42,qmzb59ew_t11l8dzm,182656,BCLL_9_T_2,RNA,P7,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-B8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_42,qmzb59ew_t11l8dzm,182656,BCLL_9_T_2,RNA,P8,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-B8_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_42,qmzb59ew_t11l8dzm,182656,BCLL_9_T_2,RNA,P8,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-B8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P1,R1,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A5_1.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P1,R2,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A5_UMI2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P1,R3,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A5_2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P2,R1,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A5_1.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P2,R2,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A5_UMI2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,ulx1v6sz_8a2nvf1c,182657,BCLL_8_T_1,ATAC,P2,R3,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A5_2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P3,R1,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A6_1.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P3,R2,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A6_UMI2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P3,R3,/scratch/project/production/fastq/HV5TLDRXX/1/fastq/HV5TLDRXX_1_SI-NA-A6_2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P4,R1,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A6_1.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P4,R2,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A6_UMI2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,wdp0p728_jf6w68km,182658,BCLL_8_T_2,ATAC,P4,R3,/scratch/project/production/fastq/HV5TLDRXX/2/fastq/HV5TLDRXX_2_SI-NA-A6_2.fastq.gz,BCLL-8-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P5,R1,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A7_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P5,R2,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A7_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P5,R3,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A7_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P6,R1,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A7_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P6,R2,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A7_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P6,R3,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A7_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P7,R1,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A7_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P7,R2,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A7_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P7,R3,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A7_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P8,R1,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A7_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P8,R2,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A7_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,co7dzuup_xuczw9vc,182659,BCLL_9_T_1,ATAC,P8,R3,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A7_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P9,R1,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A8_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P9,R2,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A8_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P9,R3,/scratch/project/production/fastq/HVFY3DRXX/1/fastq/HVFY3DRXX_1_SI-NA-A8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P10,R1,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A8_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P10,R2,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A8_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P10,R3,/scratch/project/production/fastq/HVFY3DRXX/2/fastq/HVFY3DRXX_2_SI-NA-A8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P11,R1,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A8_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P11,R2,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A8_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P11,R3,/scratch/project/production/fastq/HVGJCDRXX/1/fastq/HVGJCDRXX_1_SI-NA-A8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P12,R1,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A8_1.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P12,R2,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A8_UMI2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_43,qmzb59ew_t11l8dzm,182660,BCLL_9_T_2,ATAC,P12,R3,/scratch/project/production/fastq/HVGJCDRXX/2/fastq/HVGJCDRXX_2_SI-NA-A8_2.fastq.gz,BCLL-9-T
multiome,BCLLATLAS_47,pd9avu0k_kf9ft6kk,188567,BCLL_14_T_1,RNA,P1,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,pd9avu0k_kf9ft6kk,188567,BCLL_14_T_1,RNA,P1,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,pd9avu0k_kf9ft6kk,188567,BCLL_14_T_1,RNA,P2,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,pd9avu0k_kf9ft6kk,188567,BCLL_14_T_1,RNA,P2,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,vuuqir4h_wfkyb5v8,188568,BCLL_14_T_2,RNA,P3,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C11_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,vuuqir4h_wfkyb5v8,188568,BCLL_14_T_2,RNA,P3,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C11_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,vuuqir4h_wfkyb5v8,188568,BCLL_14_T_2,RNA,P4,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C11_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,vuuqir4h_wfkyb5v8,188568,BCLL_14_T_2,RNA,P4,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C11_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_47,admae8w2_89i88tvv,188569,BCLL_15_T_1,RNA,P5,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C12_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,admae8w2_89i88tvv,188569,BCLL_15_T_1,RNA,P5,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-C12_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,admae8w2_89i88tvv,188569,BCLL_15_T_1,RNA,P6,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C12_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,admae8w2_89i88tvv,188569,BCLL_15_T_1,RNA,P6,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-C12_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,sr20954q_yiuuoxng,188570,BCLL_15_T_2,RNA,P7,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D1_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,sr20954q_yiuuoxng,188570,BCLL_15_T_2,RNA,P7,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D1_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,sr20954q_yiuuoxng,188570,BCLL_15_T_2,RNA,P8,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D1_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,sr20954q_yiuuoxng,188570,BCLL_15_T_2,RNA,P8,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D1_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_47,kmbfo1ab_ie02b4ny,188571,BCLL_2_T_1,RNA,P9,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D2_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,kmbfo1ab_ie02b4ny,188571,BCLL_2_T_1,RNA,P9,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D2_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,kmbfo1ab_ie02b4ny,188571,BCLL_2_T_1,RNA,P10,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D2_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,kmbfo1ab_ie02b4ny,188571,BCLL_2_T_1,RNA,P10,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D2_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,ryh4el3i_biv0w7ca,188572,BCLL_2_T_2,RNA,P11,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D3_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,ryh4el3i_biv0w7ca,188572,BCLL_2_T_2,RNA,P11,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D3_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,ryh4el3i_biv0w7ca,188572,BCLL_2_T_2,RNA,P12,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D3_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,ryh4el3i_biv0w7ca,188572,BCLL_2_T_2,RNA,P12,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D3_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,bs2e7lr7_mdfwypvz,188573,BCLL_2_T_3,RNA,P13,R1,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D4_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,bs2e7lr7_mdfwypvz,188573,BCLL_2_T_3,RNA,P13,R2,/scratch/project/production/fastq/HVGYGDRXX/1/fastq/HVGYGDRXX_1_SI-TT-D4_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,bs2e7lr7_mdfwypvz,188573,BCLL_2_T_3,RNA,P14,R1,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D4_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_47,bs2e7lr7_mdfwypvz,188573,BCLL_2_T_3,RNA,P14,R2,/scratch/project/production/fastq/HVGYGDRXX/2/fastq/HVGYGDRXX_2_SI-TT-D4_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P1,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P1,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_UMI2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P1,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-F10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P2,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P2,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_UMI2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,pd9avu0k_kf9ft6kk,187660,BCLL_14_T_1_ATAC_multiome,ATAC,P2,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-F10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P3,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P3,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_UMI2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P3,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-G10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P4,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_1.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P4,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_UMI2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,vuuqir4h_wfkyb5v8,187661,BCLL_14_T_2_ATAC_multiome,ATAC,P4,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-G10_2.fastq.gz,BCLL-14-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P5,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P5,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_UMI2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P5,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-A11_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P6,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P6,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_UMI2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,admae8w2_89i88tvv,187662,BCLL_15_T_1_ATAC_multiome,ATAC,P6,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-A11_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P7,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P7,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_UMI2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P7,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-B11_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P8,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_1.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P8,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_UMI2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,sr20954q_yiuuoxng,187663,BCLL_15_T_2_ATAC_multiome,ATAC,P8,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-B11_2.fastq.gz,BCLL-15-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P9,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P9,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P9,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-C11_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P10,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P10,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,kmbfo1ab_ie02b4ny,187664,BCLL_2_T_1_ATAC_multiome,ATAC,P10,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-C11_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P11,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P11,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P11,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-D11_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P12,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P12,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,ryh4el3i_biv0w7ca,187665,BCLL_2_T_2_ATAC_multiome,ATAC,P12,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-D11_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P13,R1,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P13,R2,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P13,R3,/scratch/project/production/fastq/HVLKFDRXX/1/fastq/HVLKFDRXX_1_SI-NA-E11_2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P14,R1,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_1.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P14,R2,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_UMI2.fastq.gz,BCLL-2-T
multiome,BCLLATLAS_48,bs2e7lr7_mdfwypvz,187666,BCLL_2_T_3_ATAC_multiome,ATAC,P14,R3,/scratch/project/production/fastq/HVLKFDRXX/2/fastq/HVLKFDRXX_2_SI-NA-E11_2.fastq.gz,BCLL-2-T
